Year,CityName,Measure,PopulationCount,MeasureId,Short_Question_Text
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,4943,SLEEP,Sleep <7 hours
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,3391,MHLTH,Mental Health
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,2802,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,5639,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,2645,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,4114,OBESITY,Obesity
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,4557,MHLTH,Mental Health
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,3838,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,2306,OBESITY,Obesity
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,2784,MHLTH,Mental Health
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,3887,MHLTH,Mental Health
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,4394,SLEEP,Sleep <7 hours
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,5641,SLEEP,Sleep <7 hours
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,4338,MHLTH,Mental Health
2017,Los Angeles,Obesity among adults aged >=18 Years,2929,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,173,SLEEP,Sleep <7 hours
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,3662,MHLTH,Mental Health
2017,Los Angeles,Obesity among adults aged >=18 Years,3825,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,3127,OBESITY,Obesity
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,3052,MHLTH,Mental Health
2017,Los Angeles,Obesity among adults aged >=18 Years,2851,OBESITY,Obesity
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,6087,MHLTH,Mental Health
2017,Los Angeles,Obesity among adults aged >=18 Years,2374,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,4328,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,4796,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,3927,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,5270,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,4550,OBESITY,Obesity
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,4227,MHLTH,Mental Health
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,3350,MHLTH,Mental Health
2017,Los Angeles,Obesity among adults aged >=18 Years,3812,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,3664,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,3091,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,4431,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,2428,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,2658,OBESITY,Obesity
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,2189,MHLTH,Mental Health
2017,Los Angeles,Obesity among adults aged >=18 Years,5968,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,3823,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,1737,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,4856,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,4750,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,2603,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,3202,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,4502,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,4412,OBESITY,Obesity
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,3243,MHLTH,Mental Health
2017,Los Angeles,Obesity among adults aged >=18 Years,4043,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,4557,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,2551,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,2743,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,5551,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,3672,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,4541,OBESITY,Obesity
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,2334,MHLTH,Mental Health
2017,Los Angeles,Obesity among adults aged >=18 Years,2561,OBESITY,Obesity
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,2936,MHLTH,Mental Health
2017,Los Angeles,Obesity among adults aged >=18 Years,2471,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,2670,SLEEP,Sleep <7 hours
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,4591,SLEEP,Sleep <7 hours
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,7110,SLEEP,Sleep <7 hours
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,3004,MHLTH,Mental Health
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,2939,MHLTH,Mental Health
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,7210,SLEEP,Sleep <7 hours
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,2413,SLEEP,Sleep <7 hours
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,3091,MHLTH,Mental Health
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,1939,SLEEP,Sleep <7 hours
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,2784,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,4750,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,2077,SLEEP,Sleep <7 hours
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,5267,MHLTH,Mental Health
2017,Los Angeles,Obesity among adults aged >=18 Years,2289,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,3005,SLEEP,Sleep <7 hours
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,2943,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,6161,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,4389,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,5207,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,5881,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,4009,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,5067,SLEEP,Sleep <7 hours
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,3429,MHLTH,Mental Health
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,2471,MHLTH,Mental Health
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,2423,SLEEP,Sleep <7 hours
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,3299,SLEEP,Sleep <7 hours
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,3188,SLEEP,Sleep <7 hours
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,2767,SLEEP,Sleep <7 hours
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,5057,SLEEP,Sleep <7 hours
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,3846,MHLTH,Mental Health
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,3150,MHLTH,Mental Health
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,3938,MHLTH,Mental Health
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,3044,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,3707,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,2679,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,3662,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,3571,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,4752,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,4302,SLEEP,Sleep <7 hours
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,4708,MHLTH,Mental Health
2017,Los Angeles,Obesity among adults aged >=18 Years,2077,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,3688,SLEEP,Sleep <7 hours
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,4085,SLEEP,Sleep <7 hours
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,3091,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,3709,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,10,SLEEP,Sleep <7 hours
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,3414,MHLTH,Mental Health
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,3712,SLEEP,Sleep <7 hours
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,4029,MHLTH,Mental Health
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,4195,MHLTH,Mental Health
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,3628,MHLTH,Mental Health
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,3282,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,4478,OBESITY,Obesity
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,4462,MHLTH,Mental Health
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,3091,MHLTH,Mental Health
2017,Los Angeles,Obesity among adults aged >=18 Years,4021,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,2589,SLEEP,Sleep <7 hours
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,1262,MHLTH,Mental Health
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,3083,MHLTH,Mental Health
2017,Los Angeles,Obesity among adults aged >=18 Years,3069,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,3287,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,3567,SLEEP,Sleep <7 hours
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,3509,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,2799,OBESITY,Obesity
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,3757,MHLTH,Mental Health
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,3452,SLEEP,Sleep <7 hours
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,2489,MHLTH,Mental Health
2017,Los Angeles,Obesity among adults aged >=18 Years,2594,OBESITY,Obesity
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,2692,MHLTH,Mental Health
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,2714,SLEEP,Sleep <7 hours
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,4113,SLEEP,Sleep <7 hours
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,5218,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,2670,OBESITY,Obesity
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,4758,MHLTH,Mental Health
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,4922,SLEEP,Sleep <7 hours
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,5575,MHLTH,Mental Health
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,4452,SLEEP,Sleep <7 hours
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,4101,MHLTH,Mental Health
2017,Los Angeles,Obesity among adults aged >=18 Years,3378,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,2950,SLEEP,Sleep <7 hours
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,2334,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,5641,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,5108,SLEEP,Sleep <7 hours
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,3888,MHLTH,Mental Health
2017,Los Angeles,Obesity among adults aged >=18 Years,5262,OBESITY,Obesity
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,2917,MHLTH,Mental Health
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,3851,MHLTH,Mental Health
2017,Los Angeles,Obesity among adults aged >=18 Years,4775,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,3202,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,3712,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,4550,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,5631,OBESITY,Obesity
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,4074,MHLTH,Mental Health
2017,Los Angeles,Obesity among adults aged >=18 Years,4114,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,3378,OBESITY,Obesity
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,5262,MHLTH,Mental Health
2017,Los Angeles,Obesity among adults aged >=18 Years,3732,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,3216,OBESITY,Obesity
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,3761,MHLTH,Mental Health
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,3709,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,2428,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,4557,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,2991,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,3447,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,4369,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,6769,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,4219,SLEEP,Sleep <7 hours
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,6957,MHLTH,Mental Health
2017,Los Angeles,Obesity among adults aged >=18 Years,3005,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,3254,OBESITY,Obesity
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,5163,MHLTH,Mental Health
2017,Los Angeles,Obesity among adults aged >=18 Years,3792621,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,3506,SLEEP,Sleep <7 hours
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,3673,MHLTH,Mental Health
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,4311,SLEEP,Sleep <7 hours
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,3885,MHLTH,Mental Health
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,5252,MHLTH,Mental Health
2017,Los Angeles,Obesity among adults aged >=18 Years,4667,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,2210,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,4113,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,3871,OBESITY,Obesity
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,4619,SLEEP,Sleep <7 hours
2016,Los Angeles,Sleeping less than 7 hours among adults aged >=18 Years,3792621,SLEEP,Sleep <7 hours
2017,Los Angeles,Obesity among adults aged >=18 Years,3188,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,5066,OBESITY,Obesity
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,2607,MHLTH,Mental Health
2017,Los Angeles,Obesity among adults aged >=18 Years,3984,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,4561,OBESITY,Obesity
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,3944,MHLTH,Mental Health
2017,Los Angeles,Obesity among adults aged >=18 Years,3432,OBESITY,Obesity
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,4219,MHLTH,Mental Health
2017,Los Angeles,Obesity among adults aged >=18 Years,2490,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,5049,OBESITY,Obesity
2017,Los Angeles,Obesity among adults aged >=18 Years,3588,OBESITY,Obesity
2017,Los Angeles,Mental health not good for >=14 days among adults aged >=18 Years,2744,MHLTH,Mental Health
2017,Los Angeles,Obesity among adults aged >=18 Years,4221,OBESITY,Obesity
